text,department,urgency
"The water cooler near the finance office is often out of paper cups in the afternoon. Since students spend a lot of time waiting in line there, it would be nice if the supplies were restocked more frequently.",Fees / Finance,Low
"Can we have a separate 'Fast Track' line for students who just need to pick up a pre-printed receipt? Currently, everyone stands in the same queue regardless of whether they are paying or just collecting a document.",Fees / Finance,Low
The 'Scholarship Notification' emails sometimes end up in the spam folder because of the sender's address. Maybe the university can use a more recognized domain so we don't miss out on important financial deadlines.,Fees / Finance,Low
Request for a few more pens to be kept at the challan counter. Often there are none available and we have to keep asking other students. It’s a small thing but it would make the experience smoother for everyone.,Fees / Finance,Low
The chairs in the finance waiting area are quite old and some are broken. Replacing them with a few rows of sturdy benches would provide more seating for the students during the busy admission weeks.,Fees / Finance,Low
The 'Transaction Fee' for various online modes isn't clearly listed before we reach the final payment page. It would be better to see the comparison of charges upfront.,Fees / Finance,Low
"Suggestion for a digital 'Queue Management' system. Instead of standing in a physical line, we could get a token on our phones and come back when it’s our turn. This would prevent the hallway from getting overcrowded.",Fees / Finance,Low
The 'Annual Report' on student welfare funds hasn't been posted in the lobby this year. We always like to see how the student activity fees are being utilized for campus events and sports equipment.,Fees / Finance,Low
The staff at the 'Information Desk' in the finance wing are sometimes a bit curt when we ask about refund timelines. A bit more patience with our queries would be appreciated.,Fees / Finance,Low
"Can we have a small bin specifically for the discarded challan carbon copies near the bank? People usually just leave them on the desks, which makes the area look quite untidy by the end of the day.",Fees / Finance,Low
"The 'Help' icon on the payment portal is broken. When you click it, nothing happens. It would be good if it linked to a support email for students facing technical issues during payment.",Fees / Finance,Low
Request for a few more ceiling fans in the accounts branch hallway. It gets very hot during the July fee submission week and the current ventilation isn't enough for the number of students standing in line.,Fees / Finance,Low
The 'Fee Due' alerts on the mobile app are sent at 2 AM. It’s a bit startling to get a notification in the middle of the night. Scheduling these for during the day would be a much better user experience.,Fees / Finance,Low
The 'Finance News' ticker on the lobby TV is moving too fast. It's almost impossible to read the scholarship dates before they scroll off the screen. Slowing it down by half would be very helpful.,Fees / Finance,Low
"Suggestion to allow 'Mobile Wallet' payments for the cafeteria and the small stationary shop on campus. Currently, they only take cash, which is a bit inconvenient for quick purchases.",Fees / Finance,Low
"The 'Scholarship Form' PDF is not editable. We have to print it out, fill it by hand, and then scan it again. Making it a fillable PDF form would be a much more modern and efficient way to handle the process.",Fees / Finance,Low
Request to move the 'Fee Deposit' box to a more visible location. It’s currently hidden behind a pillar and many new students miss it and end up standing in the wrong line just to drop off a cheque.,Fees / Finance,Low
The 'Transaction Receipt' we get via SMS doesn't include the student ID number. Adding that small detail would make it much easier to track the payment if there’s ever a dispute.,Fees / Finance,Low
"Can the university provide a small 'Finance Handbook' for the freshmen? It would be great to have all the bank details, payment dates, and refund policies in one place.",Fees / Finance,Low
The 'No Dues' stamp used by the office is very blurry. It’s hard to read the date and signature on the final clearance form. Replacing the old rubber stamp with a new one would make the document look more official.,Fees / Finance,Low
"Request for a few more staplers at the document submission desk. Students often forget to staple their challans to their registration forms, leading to lost papers. A few fixed staplers would prevent this.",Fees / Finance,Low
"The 'Finance Section' website takes a long time to load on mobile browsers. Since many of us check our balance on the go, a 'lite' version of the site would be very useful.",Fees / Finance,Low
Could the finance office post a 'Holiday List' on the main door? Sometimes we travel from far away only to find the bank and the accounts branch closed for a local festival. A clear schedule would save us the trip.,Fees / Finance,Low
The carpet in the waiting area of the accounts office is quite worn out and has a few trip hazards. It might be time to replace it with some easy-to-clean tiling or a new rug.,Fees / Finance,Low
Suggestion for a 'Feedback Box' specifically for the accounts department. It would be a nice way for students to share their experiences with the fee payment process and suggest improvements.,Fees / Finance,Low
The 'Instruction' stickers on the ATM are peeling off. It’s hard to see which slot is for the card and which is for the receipt. A fresh set of stickers would make the machine easier to use for new students.,Fees / Finance,Low
Can the finance office start sending 'Payment Successful' notifications via the university's official WhatsApp bot? It’s a more reliable way to keep a record than just relying on the website portal.,Fees / Finance,Low
The 'Privacy Screen' on the finance office counters is a bit too opaque. It’s hard to hear the staff through the glass. A small speaking hole or an intercom system would make communication much better.,Fees / Finance,Low
Request for a clock in the finance office waiting area. It helps us keep track of how long we’ve been waiting and ensures we don't miss our next lecture if the queue is moving slowly.,Fees / Finance,Low
"The main water pipe in the basement of Block B has burst and is flooding the server room. There is about two inches of water on the floor already and it is rising toward the power backup units. If the water hits the electrical mains, the entire building will short circuit. We need a plumbing team and a heavy-duty pump here immediately to prevent a total blackout and equipment damage.",Maintenance,High
"Gas leak detected near the chemistry lab storage area. There is a very strong, distinct smell of LPG wafting into the corridor of the West Wing. This is an extreme fire hazard especially with students performing experiments nearby. I have evacuated the immediate area but we need a technician to shut off the main valve and check the pipes right now.",Maintenance,High
Elevator stuck between the 5th and 6th floors with four students inside. The emergency alarm is ringing but the lift car isn't moving and the fan has stopped working. One of the students is starting to panic due to the heat and lack of ventilation. We need the lift technician to manually override the system and rescue them before they run out of air.,Maintenance,High
Exposed high-voltage wires in the laundry room after the heavy rain. The insulation on the main dryer cable has frayed and is sparking near a puddle of water on the floor. Anyone walking in there to collect their clothes is at risk of electrocution. This area needs to be cordoned off and the power cut immediately for repairs.,Maintenance,High
"Main entrance glass door shattered in the Girls Hostel. A heavy gust of wind slammed the door and it has broken into large sharp shards across the lobby. Since it is the ground floor entrance, anyone can enter the premises now and students are walking barefoot near the glass. We need an emergency cleanup and a temporary board installed for security.",Maintenance,High
Ceiling plaster fell on a student's bed in room 302 of the old wing. A large chunk of the roof collapsed this morning and the rest of the ceiling looks severely cracked and water-damaged. It is unsafe for the residents to stay in that room as another collapse is imminent. We need an immediate structural assessment and a room shift for the occupants.,Maintenance,High
"Total power failure in the medical wing of the campus clinic. The backup generator is not kicking in and there are temperature-sensitive vaccines stored in the refrigerators. If the power isn't restored in the next hour, thousands of dollars worth of medication will be ruined. Please send an emergency electrician to bypass the faulty breaker.",Maintenance,High
Heavy sewage backup in the ground floor washrooms of Block C. Foul water is overflowing from the drains and entering the residential rooms. It is a massive health risk and the smell is becoming unbearable for the entire block. We need a professional drainage clearing team to address this blockage immediately.,Maintenance,High
"Broken window latch on a ground floor room facing the main road. The lock snapped and the window can now be opened from the outside by anyone. This is a major security breach for the student living there, especially at night. I cannot leave my room unattended. Please send a carpenter to fix the latch before sunset.",Maintenance,High
"Fire alarm system is malfunctioning and sounding continuously in Block D. It has been going off for 20 minutes but there is no fire. However, because it won't stop, students are ignoring it, which is dangerous if a real emergency occurs. We need the system reset and the faulty sensor replaced immediately.",Maintenance,High
Main gate of the faculty residential area is jammed and won't open. An ambulance is trying to get through for an emergency call but the electronic gates are unresponsive. We need someone to manually release the gears or cut the lock right now to allow the emergency vehicle through.,Maintenance,High
"Large tree limb has fallen across the power lines near the cafeteria. The lines are sagging dangerously low and are humming loudly. If they snap, they will hit the crowded walkway below. Maintenance needs to clear the branch and secure the lines before someone gets hurt.",Maintenance,High
"Smoke coming from the central air conditioning vent in the auditorium. During the seminar, we noticed a burning smell and grey smoke emitting from the ceiling units. We have turned off the AC but we need a technician to inspect the motor for a fire before the next session begins.",Maintenance,High
"Structural crack widened significantly on the 2nd floor balcony. After the minor tremor last night, the gap in the concrete has doubled in size. We are worried about the balcony's weight-bearing capacity. Please cordon off the area and send a civil engineer to inspect the stability today.",Maintenance,High
"Water tank overflow is flooding the stairwell of Block E. The float valve has failed and hundreds of gallons of water are cascading down the stairs, making them extremely slippery. This is wasting a massive amount of water and creating a fall hazard for everyone in the building.",Maintenance,High
"Basement flooding near the main circuit breakers. Rainwater is seeping through the foundation and pooling around the electrical panels. If the water level rises another inch, it will trigger a mass short circuit. We need sandbags and a suction pump here now.",Maintenance,High
"Corroded railing on the 4th-floor terrace has snapped. A student leaned on it and a section of the metal gave way. Thankfully they didn't fall, but that entire side of the roof is now unprotected. This needs to be welded or replaced urgently before tonight.",Maintenance,High
"The emergency exit door in the library is jammed shut. In case of a fire, people on the second floor would be trapped as the main stairs would be the only exit. This is a serious safety violation. The door needs to be unjammed and the hinges lubricated today.",Maintenance,High
Steam pipe leak in the mess kitchen. A high-pressure valve has started leaking hot steam near the cooking vats. It is too dangerous for the staff to prepare dinner. We need a mechanical technician to replace the valve so the kitchen can resume operations.,Maintenance,High
Unstable scaffolding left by the painting crew. The metal structure near the entrance is swaying in the wind and looks like it might tip over onto the student walkway. It needs to be secured or dismantled immediately before it causes an accident.,Maintenance,High
Chemical spill in the basement storage room. A shelf collapsed and several containers of industrial cleaning agents have leaked and are reacting. There are localized fumes and we need a hazmat-trained maintenance member to neutralize the spill.,Maintenance,High
The main boiler has reached critical pressure levels. The gauge is in the red and the pressure release valve isn't popping. We need a boiler technician to bleed the system immediately to prevent a rupture in the basement.,Maintenance,High
Bees nest in the air vent of room 412. Swarms of bees are entering the room through the AC duct and my roommate has already been stung twice. She is allergic to stings. We need an exterminator and the duct sealed before we can re-enter the room.,Maintenance,High
Sinkhole appearing in the parking lot. A section of the asphalt has collapsed near the drain and is about three feet deep. It is right in the path of incoming cars. We need it cordoned off and filled before a vehicle falls in.,Maintenance,High
The overhead water tank lid has blown off in the storm. Birds and debris are falling into our drinking water supply. This is an immediate hygiene issue for the 200 residents of this block. Please secure the lid or install a new one today.,Maintenance,High
"The air conditioning in the computer lab is not cooling properly. With 40 students and all the machines running, the temperature is reaching 30 degrees. It is becoming very difficult to focus on our coding lab. The filters probably need cleaning or the gas needs a refill.",Maintenance,Medium
"Persistent dampness on the wall of room 215. Ever since the rains started, a large wet patch has appeared and mold is starting to grow. It smells very musty and is affecting my breathing at night. We need a waterproofing specialist to check the exterior wall.",Maintenance,Medium
"One of the four burners in the hostel pantry is not working. The ignition sparks but the flame won't catch, so there is always a faint smell of gas when someone tries to use it. It makes cooking very slow during the evening rush. Please have it serviced.",Maintenance,Medium
The communal shower in the North Wing has a very weak flow. It takes forever to get the soap off because the water just trickles out. We think the showerhead is clogged with lime scale. Could maintenance replace the head or descale the pipes this week?,Maintenance,Medium
Squeaky ceiling fan in the study hall. The fan in the corner makes a loud metallic grinding noise whenever it's on speed 3 or higher. It is very distracting for everyone trying to study in silence. A simple oiling of the motor should fix the issue.,Maintenance,Medium
The hallway lights on the 3rd floor of Block G have been dead for three days. It is pitch black at night and we have to use our phone torches to find our room keys. It’s a safety issue for the students. Please replace the tube lights or check the starter.,Maintenance,Medium
"Slow drainage in the mess washbasin. Every time we wash our hands before lunch, the water pools up and takes 10 minutes to go down. It's getting quite dirty and leaves a lot of residue. The 'U-bend' under the sink likely needs to be cleared of debris.",Maintenance,Medium
"The door closer in the library is too tight. The door slams shut with a loud bang every time someone enters, which is constant. It disrupts the quiet environment and might eventually break the glass. Please adjust the hydraulic tension on the arm.",Maintenance,Medium
"Exhaust fan in the bathroom is not rotating. The room stays very humid and the mirrors are constantly fogged up, which is leading to more mold on the tiles. I’ve checked the switch but the motor seems to be burnt out. Requesting a replacement.",Maintenance,Medium
The floor tiles in the lobby are loose. Several of the large marble tiles near the reception desk wobble when you step on them. Someone is going to trip if they aren't re-cemented soon. This has been an issue for over a week now.,Maintenance,Medium
Window pane is vibrating loudly during high winds. The glass in room 504 seems to have come loose from the putty or the frame. It makes a very annoying rattling sound all night. Can maintenance apply some sealant to stop the vibration?,Maintenance,Medium
"The gym treadmill has a frayed belt. It’s starting to slip when you run at higher speeds, which could cause someone to fall off. The machine is otherwise fine, but the belt definitely needs to be replaced before it snaps completely.",Maintenance,Medium
Pest control needed for the common room. We have seen cockroaches and silverfish near the sofas and under the TV cabinet. It’s getting a bit unhygienic for us to sit there and eat snacks. Please schedule a professional spray for the weekend.,Maintenance,Medium
The water cooler in the faculty block is leaking. There is a constant puddle of water on the wooden floor which is starting to warp the planks. It looks like the internal drainage pipe is disconnected. Please fix the leak to save the flooring.,Maintenance,Medium
Broken towel rack in the washroom. The metal bar has come off the wall on one side because the screws have pulled out of the drywall. I have no place to hang my clothes while showering. Can maintenance re-install it with better anchors?,Maintenance,Medium
The clock in the main hallway is stuck. It’s been showing 10:15 for two days. It’s a small thing but it’s the only clock we have to check if we are on time for our lectures. Please replace the battery or the unit.,Maintenance,Medium
Bicycle rack is rusting and one of the bars has snapped. It has a sharp edge that could scratch someone's leg or puncture a tire. It needs a quick weld and a fresh coat of anti-rust paint to make it usable again.,Maintenance,Medium
"Request for better weather stripping on the balcony door. During the rain yesterday, water seeped under the door and soaked my rug. A simple rubber strip at the bottom of the door would prevent this from happening again.",Maintenance,Medium
"The paint is peeling off the radiator in my room. The old flakes are falling onto my bed and it looks very untidy. Since the radiator is still working, it just needs a quick scrape and a heat-resistant touch-up before the winter starts.",Maintenance,Medium
"Automatic hand dryer in the cafeteria is not sensing anything. It stays off even when you put your hands directly under it. This leads to people using a lot of paper towels, which is wasteful. Please check the IR sensor.",Maintenance,Medium
Loose door handle on the seminar room. You have to jiggle it several times to get it to latch properly. Sometimes students get 'locked in' for a few seconds because it won't turn. It just needs the internal screws tightened.,Maintenance,Medium
The outdoor benches in the courtyard are splintering. The wood has weathered poorly and it’s impossible to sit on them without catching your clothes or getting a splinter. They need to be sanded down and revarnished for the students.,Maintenance,Medium
The water pressure in the bidet spray is way too high. It’s almost painful to use and it splashes water everywhere in the stall. Could the plumber adjust the pressure valve for the ground floor washrooms?,Maintenance,Medium
Intermittent buzzing from the fluorescent lights in LT-1. One of the ballasts is failing and the constant hum is making it hard to hear the professor's voice clearly. Can maintenance replace the faulty ballast after classes end?,Maintenance,Medium
The lock on the post-box is jammed. I can't get my mail out because the key won't turn in the cylinder. I’ve tried using some oil but it didn't help. I need a locksmith or the maintenance team to open it and replace the lock.,Maintenance,Medium
The privacy screen in the girls' shower area is torn. It’s a thick plastic curtain but the rings have pulled through the top. It provides very little privacy now. Requesting a new heavy-duty curtain to be installed.,Maintenance,Medium
Stairwell railing is loose between the 3rd and 4th floors. The metal pipe wobbles when you hold it for support. This is a safety concern for anyone carrying heavy books or laundry. Please tighten the wall brackets.,Maintenance,Medium
The microwave in the student pantry is not heating food evenly. One side of the plate stays cold while the other is boiling. It might be the rotating base or the magnetron failing. Can we have it checked by an appliance technician?,Maintenance,Medium
"Dust accumulation in the AC vents of the reading room. Whenever the air turns on, it blows out a cloud of dust that triggers my allergies. The vents haven't been vacuumed in a long time. Please schedule a cleaning of the duct covers.",Maintenance,Medium
The mirror in the washroom has developed black spots. It looks like the silvering is coming off from the back due to the moisture. It makes it very hard to see clearly. It’s time for a new mirror to be fitted.,Maintenance,Medium
One of the stalls in the men's room has a broken latch. You have to hold the door with one hand while using the facility. This has been broken for a month. A simple sliding bolt would fix this easily.,Maintenance,Medium
"The water dispenser is making a loud vibrating noise. Every time it chills the water, the whole unit rattles against the wall. It’s very annoying for the students in the adjacent study room. Please check the compressor mounts.",Maintenance,Medium
The window mesh in room 108 is torn. Mosquitoes are getting in at night even when the glass is closed because the screen is loose. I would appreciate it if maintenance could replace the mesh with a new one.,Maintenance,Medium
"Request for a doorstopper in the common room. The door keeps swinging shut because of the draft, and then people have to keep opening it. A simple wedge or a floor-mounted stopper would be a great addition.",Maintenance,Medium
"The floor boards in the old music room are creaking loudly. Every time someone walks across the floor, it makes a piercing sound. We think some of the nails have come loose. Can maintenance secure the loose planks?",Maintenance,Medium
"The paint in the study room is a bit scuffed. It’s not a major issue, but the walls look a bit dirty from where chairs have rubbed against them. A fresh coat of white paint would make the room feel much brighter and cleaner.",Maintenance,Low
"The door handle to the terrace is a bit stiff. It works fine, but you have to use a bit more force than usual to turn it. A quick spray of WD-40 on the mechanism would probably make it move smoothly again.",Maintenance,Low
"Request for more coat hooks in the individual study carrels. Currently, there is nowhere to hang a jacket or a bag, so they end up on the floor. Adding two small hooks to each booth would be a very helpful upgrade.",Maintenance,Low
The signage for the different wings is starting to fade. New students are getting confused because the 'Block B' sign is hard to read from the entrance. It would be nice to have them repainted or replaced with bolder text.,Maintenance,Low
"Could we have a few more mats at the entrance of the hostel? During the rainy season, the existing ones get soaked very quickly and then people just track mud into the hallway. Two extra rubber mats would help keep the floors clean.",Maintenance,Low
"The clock in the cafeteria is five minutes slow. It’s not a big deal, but it does cause some confusion for students trying to get to their 1 PM lectures on time. It just needs to be synced with the digital campus clock.",Maintenance,Low
One of the legs on the common room coffee table is slightly uneven. It wobbles just a little bit when you put a drink on it. A small felt pad under the short leg would easily fix the balance.,Maintenance,Low
The window handles in the seminar hall are a bit dusty. It looks like they were missed during the last cleaning round. A quick wipe-down with a damp cloth is all they need to look new again.,Maintenance,Low
Suggestion for a small 'Lost and Found' shelf near the maintenance office. People often find keys or small tools and don't know where to drop them off. A designated wooden shelf would be very useful for the community.,Maintenance,Low
The lighting in the laundry room is a bit 'yellow'. Switching to a cool white LED would make it much easier to see if there are any stains left on our white lab coats. It’s a minor preference but it would help.,Maintenance,Low
"The door to the pantry makes a slight squeak when it opens. It’s not loud enough to bother most people, but a drop of oil on the hinges would make the environment a bit quieter during late-night study sessions.",Maintenance,Low
"Request for a bulletin board in the maintenance hallway. We currently tape all our repair requests to the door, which leaves sticky residue. A proper cork board would be a much tidier way to manage the notices.",Maintenance,Low
The trash cans in the courtyard don't have lids. This means that sometimes the wind blows lighter pieces of paper back onto the grass. Switching to bins with flap lids would keep the area looking much neater.,Maintenance,Low
"The floor in the gym area has a few scuff marks from where the weights were moved. It doesn't affect the usage, but a good buffing or a deep clean would make the facility look much more professional.",Maintenance,Low
Could we have a few more plants in the lobby area? It’s a bit stark at the moment and some greenery would make the maintenance office entrance look much more welcoming for the students.,Maintenance,Low
The stapler at the reception desk is always running out of pins. It would be great if the maintenance staff could keep a small box of staples nearby so students don't have to keep asking around.,Maintenance,Low
The handrails in the stairwell are a bit sticky. It seems like something was spilled on them recently. A quick cleaning with some disinfectant would make them much more pleasant to use.,Maintenance,Low
"The 'Maintenance' sign on the office door is slightly crooked. It’s a very minor aesthetic issue, but leveling it out would give a better impression of the department's attention to detail.",Maintenance,Low
"Suggestion to add a 'Suggestion Box' for infrastructure improvements. We often have ideas for small things like better bike racks or extra benches, and a box would be a great way to collect those thoughts.",Maintenance,Low
"The water pressure in the water fountain near the gym is a bit low. It’s hard to fill up a large bottle quickly. It’s not a major problem, but a small adjustment to the valve would be appreciated.",Maintenance,Low
"The blinds in the computer lab have a small cord that is fraying. They still work fine for now, but the cord might snap in a few months. It would be good to replace it before it becomes a real problem.",Maintenance,Low
The paint on the courtyard benches is starting to look a bit dull. A fresh coat of varnish next semester would help protect the wood from the sun and keep them looking nice for the students.,Maintenance,Low
"Request for a few more mirrors in the common washrooms. Currently, there is only one for four sinks, which causes a bit of a queue in the morning. Adding two more would speed up our morning routine.",Maintenance,Low
"The digital clock in the lobby has a very bright blue display that is a bit piercing at night. If there’s a way to dim it or switch it to a softer color like red or amber, it would be much better.",Maintenance,Low
"One of the tiles in the shower area has a small chip. It’s not sharp enough to cut anyone, but it’s a bit of an eyesore. Filling it with a bit of white grout would make the floor look perfect again.",Maintenance,Low
The doorstop in room 204 has come loose. The rubber part fell off so the door hits the wall now. It just needs to be screwed back in or replaced with a new one to prevent wall damage.,Maintenance,Low
"Could the maintenance team check the alignment of the lockers in Block C? Some of them are slightly slanted, which makes the whole row look a bit disorganized. It’s a very minor structural fix.",Maintenance,Low
"The 'Caution: Wet Floor' signs are looking a bit dirty. Since they are used in the main lobby, it would be good to give them a scrub so they look professional and are clearly visible to everyone.",Maintenance,Low
Request for a small rack for wet umbrellas at the entrance of the maintenance wing. It would stop people from bringing dripping umbrellas inside and making the floor slippery for the staff.,Maintenance,Low
The lighting in the back corner of the study hall is a bit dim for reading textbooks. Replacing the 40W bulb with a 60W one would make it a much more usable space for late-night sessions.,Maintenance,Low
The door to the storage room has a few old stickers on it that are half-peeled. Removing them and cleaning the adhesive would make the hallway look much tidier and more official.,Maintenance,Low
"Suggestion to add a few more 'No Smoking' signs in the garden area. Some people are ignoring the current ones because they are small. Larger, clearer signs would help enforce the campus policy.",Maintenance,Low
"The sink in the pantry has a small scratch in the stainless steel. It doesn't affect the function at all, but using a bit of metal polish might help minimize the appearance of the mark.",Maintenance,Low
Request for more frequent weeding of the small flower beds near the hostel entrance. A few weeds are starting to poke through the mulch and it would look much nicer if they were pulled.,Maintenance,Low
"The power outlets in the common room are a bit loose in the wall. They work fine, but they wiggle a bit when you plug in a charger. Tightening the faceplate screws would solve the issue.",Maintenance,Low
"The 'Exit' sign over the side door is slightly dim. It’s still readable, but it might need a new bulb soon to stay compliant with the safety regulations for the building.",Maintenance,Low
"The 'Library' sign in the East Wing has a slightly loose bracket. It’s not in danger of falling yet, but it rattles a bit when the AC kicks in. Tightening the two screws on the side would make it perfectly stable again.",Maintenance,Low
"Request to reposition the trash bin in the common area by a few feet. Currently, it’s placed right under the light switch, which makes it a bit awkward to reach for the button in the dark. Moving it to the corner would be a better layout.",Maintenance,Low
"The whiteboards in the student lounge have some ghosting from old markers. A standard cleaning spray doesn't seem to work. Could the maintenance staff provide a bottle of professional board restorer for us to use?""",Maintenance,Low
The door to the faculty restroom has a coat of paint that is slightly uneven near the bottom. It's a very minor aesthetic flaw that probably occurred during the last touch-up. Re-sanding and a quick thin coat would smooth it out.,Maintenance,Low
"The morning shuttle at 8:30 AM is always completely packed. Many students are forced to stand right next to the driver's seat or wait for the next one, which makes them late for their first lecture. It would be great if an extra bus could be added for this specific slot.",Transport,Low
"I think it would be a good idea to put a bench at the North Gate pickup point. There is currently nowhere to sit while waiting for the loop bus, which is a bit of a hassle when you're carrying heavy books or a laptop bag.",Transport,Low
The 9:00 PM shuttle driver was driving incredibly fast through the pedestrian zone near the library. I almost got hit while crossing. This kind of reckless behavior is terrifying and someone is going to get seriously hurt if this isn't addressed immediately.,Transport,High
I'm currently stranded at the campus perimeter because the 5:00 PM bus never showed up and I have a final exam starting in 15 minutes. There's no other way to get to the hall on time. Please help me get there before the doors close.,Transport,High
"For the third day in a row, the AC in bus number 12 isn't working. It’s nearly 40 degrees outside and the cabin is like an oven. It’s very difficult to focus on my notes when I'm sweating through my clothes before I even reach the department.",Transport,Medium
"My student ID card isn't being recognized by the scanner on the Blue Route buses. Every time I board, I have to explain the situation to the driver which holds up the line. I’ve already been to the admin office and they said the card is fine, so it must be the bus scanners.",Transport,Medium
"Can we get a digital tracker for the shuttle? Sometimes the bus arrives five minutes early and we miss it, and other times it's ten minutes late and we're just standing there wondering if it's coming at all.",Transport,Low
The stairs on the 42nd Street bus are becoming loose and wobbly. I saw a student trip and nearly fall off the vehicle this morning. This needs to be fixed before the metal completely gives way.,Transport,High
I noticed that the bike racks on the front of the campus shuttles are often full. Maybe we could look into installing a few more racks so more people are encouraged to cycle instead of taking their cars?,Transport,Low
The evening route home is consistently skipping the stop near the Engineering block. We wait there for ages and watch the bus go by on the main road without turning in. This has happened four times this week and it's very frustrating.,Transport,Medium
"I left my blue umbrella on the 2:15 PM shuttle today. I sat near the back. If the driver found it, could you let me know where I can go to pick it up?",Transport,Low
The shuttle driver was using his phone to watch videos while driving the highway stretch between campuses. He was barely looking at the road and drifting between lanes. I felt completely unsafe and had to get off early.,Transport,High
There’s a strange burning smell coming from the engine of the morning bus that runs through the South campus. It’s been happening for a few days now and it makes me worried about the vehicle's maintenance.,Transport,Medium
The weekend shuttle schedule is very confusing. The timings posted on the website don't match the actual times the bus arrives. Could the PDF be updated to reflect the current routes?,Transport,Low
"During the rain yesterday, the roof of the bus was leaking right over the middle seats. My bag and laptop got soaked. This is a basic maintenance issue that shouldn't be happening.",Transport,Medium
"Someone spilled coffee all over the back row of the 10:00 AM shuttle and it's still there, sticky and smelling bad. It would be nice if the interiors were cleaned more frequently during the day.",Transport,Low
The driver of the midday loop was incredibly rude to an international student today. He shouted at her because she didn't understand how the pass system worked. It was very unprofessional and made everyone on the bus uncomfortable.,Transport,Medium
Is there any way to extend the shuttle service by one hour on Friday nights? Many of us stay late at the lab and having to walk back to the dorms in the dark feels unsafe.,Transport,Low
The brakes on the bus ending in plate 442 are screeching very loudly every time it stops. It sounds like the pads are completely worn out and it's quite alarming to hear when the bus is full of people.,Transport,High
"I’ve noticed the shuttle stops aren't very well lit at night. As a student who works late shifts at the library, waiting at the North stop feels very sketchy. Installing even one small light would make a big difference for safety.",Transport,High
Why does the bus driver always take a 20-minute break at the student center? It’s right in the middle of the route and it makes everyone late for their next class. Can the shift changes happen at the terminus instead?,Transport,Low
"I lost my wallet on the bus this morning. It’s a brown leather one with my license and some cash. If it’s been turned in, please let me know. I really need those IDs back for my internship interview tomorrow.",Transport,Medium
The 8:00 AM bus simply didn't show up today. A group of about 30 of us were left waiting and most of us missed our mid-term presentations. We need a more reliable service for morning peak hours.,Transport,High
The bus stop sign near the gymnasium has fallen over. It’s lying in the grass and new students don't know where to stand to catch the shuttle.,Transport,Low
There was a physical altercation between two students on the bus this afternoon and the driver didn't do anything to intervene or call security. It was a very scary environment and I didn't feel safe staying on the vehicle.,Transport,High
"The shuttle route is too long. By the time it reaches the outskirts of the campus, it's already 40 minutes into the trip. Maybe splitting it into two smaller loops would be more efficient for everyone.",Transport,Low
"I noticed that the handicap ramp on the main campus bus is broken. A student in a wheelchair couldn't board today and had to wait for the next bus, which also had a faulty ramp. This is a major accessibility issue.",Transport,Medium
I'm very upset because the driver closed the doors right in my face even though he saw me running. I was only two feet away. Now I'm going to be late for my lab and my grade will be docked.,Transport,Medium
"The bus windows are so dirty you can barely see out of them. It's hard to know which stop we're at, especially when it's dark outside. A simple wash once a week would help.",Transport,Low
The 11:00 PM shuttle stop is located in a very isolated area with no CCTV. I saw someone suspicious hanging around there last night and I think the stop should be moved closer to the well-lit main road for student safety.,Transport,High
"Every time the bus hits a pothole, the entire overhead rack rattles like it's going to fall off. It's very distracting when trying to read.",Transport,Low
The shuttle service keeps changing the route without updating the app. I waited for an hour today at a stop that apparently isn't being used anymore. Please communicate these changes better.,Transport,Medium
There is a huge crack in the windshield of the bus that does the inter-campus run. It’s right in the driver’s line of sight and seems like a major safety hazard if a rock hits it.,Transport,High
Could we have more frequent buses during finals week? The library is packed 24/7 and the current shuttle frequency isn't enough to handle the number of students leaving at 2:00 AM.,Transport,Medium
"The driver was smoking inside the bus while waiting at the terminus. The whole cabin smelled like cigarettes when we boarded, which is gross and also against campus policy.",Transport,Low
"The morning bus is consistently 15 minutes late. If this continues, I'm going to have to start paying for Ubers because I can't keep missing the start of my 9:00 AM seminar.",Transport,Medium
I accidentally dropped my keys down the gap in the folding doors of the bus. I need them to get into my apartment tonight. Is there any way for maintenance to check the door mechanism?,Transport,Medium
"The bus was so overcrowded today that students were literally pressed against the doors. If the driver had to brake suddenly, those doors could have given way. This is a disaster waiting to happen.",Transport,High
"I’d like to suggest adding a ""request stop"" button to the older buses. Right now you have to shout to the driver or pull a string that doesn't always work.",Transport,Low
The heater on the bus is stuck on full blast. It’s already warm outside and we're all suffocating in there. The driver says he can't turn it off because the knob is broken.,Transport,Medium
I saw a group of non-students using the shuttle to get across town. This made the bus too full for actual students who pay for this service through their fees. There should be an ID check.,Transport,Low
The driver started driving before a student with crutches had a chance to sit down. She fell over and hit her head. We need drivers who are more mindful of students with mobility issues.,Transport,High
The 4:00 PM shuttle route takes a very long detour through the construction site. It adds 15 minutes to the trip for no reason. Is there a more direct path available?,Transport,Low
My bus pass was overcharged this month. I usually pay for the student discount rate but the system took the full faculty amount. I need a refund of the difference.,Transport,Medium
I witnessed a student being harassed by a group of people on the late-night shuttle. The driver didn't notice because he had headphones in. We need better monitoring on the night routes.,Transport,High
The seats in the back of the bus are ripped and the foam is coming out. It looks terrible and makes the whole campus look bad to visitors.,Transport,Low
"The bus driver refused to let me on with my project model, even though it wasn't that big. I had to walk 20 minutes in the wind and it got damaged. I don't understand why there isn't a clearer policy on luggage.",Transport,Medium
